product_name,star,category,price,location,store,description,image_urls
OCOP - Yến hũ chưng sẵn Anna - Yến chưng táo đỏ,4,Thực phẩm,50.000đ,Thừa Thiên Huế,Công ty TNHH Sản Xuất Yến Sào Xứ Huế Anna,"Yến hũ chưng sẵn Anna - Yến chưng táo đỏ - Thành phần: Nước tinh khiết, đường phèn, táo đỏ, yến 30% - Công dụng: Phù hợp cho mọi đối tượng khách hàng. Sự kết hợp hoàn hảo này giúp điều trị táo bón, chứng mất ngủ, tăng cường hệ hô hấp, phát triển toàn diện với trẻ, điều trị bệnh chân tay lạnh… - Đối tượng sử dụng: Phù hợp cho trẻ từ 1 tuổi đến người già. + Không nên dùng cho phụ nữ mang thai 3 tháng đầu và sau sinh 1 tháng. Cách sử dụng – Uống trực tiếp từ lọ – Uống từ 1-2 lọ/ ngày. – Thích hợp cho mọi độ tuổi. – Phải sử dụng hết khi mởi nắp. – Lắc nhẹ trước khi uống, ngon hơn khi uống lạnh, tốt hơn khi dùng vào buổi sáng sớm hoặc trước lúc đi ngủ.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711492875195.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711493167104.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711493544602.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711494041551.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711494380991.jpg']"
OCOP - Yến hũ chưng sẵn Anna - Yến chưng nhuỵ hoa nghệ tây (Saffron),4,Thực phẩm,50.000đ,Thừa Thiên Huế,Công ty TNHH Sản Xuất Yến Sào Xứ Huế Anna,"Yến hũ chưng sẵn Anna - Yến chưng nhuỵ hoa nghệ tây - Thành phần: Nước, mật ong, saffron, yến 30% - Công dụng: Yến sào kết hợp với nhụy hoa nghệ tây (Saffron) là lựa chọn tuyệt vời cho người dùng. Bởi hai thành phần trên mang đến nhiều công dụng và lợi ích bất ngờ. - Cải thiện chất lượng giấc ngủ, giúp bạn ngủ ngon hơn, tinh thần phấn chấn, sảng khoái. Lưu thông tuần hoàn máu, huyết áp ổn định. Mang lại một làn da mịn màng, trẻ khỏe, giảm thâm nám. Tăng cường và cải thiện chức năng sinh lí cho nam giới. - Kiêng: Trẻ dưới 1 tuổi, phụ nữ mang thai 3 tháng đầu, sau sinh 1 tháng, tim mạch huyết áp thấp, sắp phẫu thuật ngưng khoảng 2 tuần. Cách sử dụng – Uống trực tiếp từ lọ – Uống từ 1-2 lọ/ ngày. – Thích hợp cho mọi độ tuổi. – Phải sử dụng hết khi mởi nắp. – Lắc nhẹ trước khi uống, ngon hơn khi uống lạnh, tốt hơn khi dùng vào buổi sáng sớm hoặc trước lúc đi ngủ.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711472655460.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711474069688.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711474435194.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711475236303.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711475520052.jpg']"
OCOP - Yến hũ chưng sẵn Anna - Yến chưng nhân sâm,4,Thực phẩm,50.000đ,Thừa Thiên Huế,Công ty TNHH Sản Xuất Yến Sào Xứ Huế Anna,"Yến hũ chưng sẵn Anna - Yến chưng nhân sâm Công dụng: + Yến sào chứa nhiều khoáng chất, axit amin, vitamin và protein. + Nhân sâm là thảo dược quý có xuất xứ từ Hàn Quốc, chứa saponin là hợp chất tốt cho sức khỏe. Yến sào kết hợp với nhân sâm tươi là món ăn thơm ngon, bổ dưỡng. + Giúp phục hồi cơ thể, kích thích vị giác và tăng cảm giác thèm ăn đối với người sau đợt ốm hay bị mất sức do làm việc nặng nhọc. Rất tốt cho sức khỏe người lớn tuổi, giúp tăng đề kháng và làm chậm quá trình lão hóa. - Kiêng: Huyết áp cao, trẻ dưới 14t. Cách sử dụng – Uống trực tiếp từ lọ – Uống 4-6 lọ/ tuần để có kết quả tốt nhất. - Dùng ngay sau khi mở hộp. – Lắc nhẹ trước khi uống, ngon hơn khi uống lạnh, tốt hơn khi dùng vào buổi sáng sớm hoặc trước lúc đi ngủ.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711445823088.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711450180864.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711450528546.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711451051100.jpg']"
OCOP - Yến hũ chưng sẵn Anna - Yến chưng đường ăn kiêng (Hũ 70ml),4,Thực phẩm,50.000đ,Thừa Thiên Huế,Công ty TNHH Sản Xuất Yến Sào Xứ Huế Anna,"Yến hũ chưng sẵn Anna - Yến chưng đường ăn kiêng Thành phần: Nước tinh khiết, đường ăn kiêng, yến 30% Công dụng: Đây là sự kết hợp hoàn hảo cho những ai có vấn đề về đường huyết, bệnh tiểu đường, hay đơn giản là muốn giảm cân ăn kiêng. Đường ăn kiêng rất tốt và có giá đắt gấp 10 lần đường hóa học nên giá trị dinh dưỡng mang lại rất cao.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20231122/alioss_1516_2023112217034629873.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20231122/alioss_1516_2023112216445844598.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20231123/alioss_1516_2023112309045347741.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20231122/alioss_1516_2023112216452464691.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20231122/alioss_1516_2023112217035552250.jpg']"
OCOP - Yến hũ chưng sẵn Anna - Yến chưng đông trùng hạ thảo 70g,4,Thực phẩm,50.000đ,Thừa Thiên Huế,Công ty TNHH Sản Xuất Yến Sào Xứ Huế Anna,"Yến hũ chưng sẵn Anna - Yến chưng đông trùng hạ thảo - Thành phần: Nước, đường, đông trùng hạ thảo, yến 30% - Công dụng: Yến sào giúp tăng sức đề kháng, bồi bổ cơ thể, ăn ngoan ngủ ngon, lợi phổi. Đông trùng hạ thảo lại hỗ trợ cải thiện chức năng sinh lí, bổ thận tráng dương, chống lão hóa, lưu thông tuần hoàn máu, hạn chế các bệnh liên quan đến tim mạch, ung thư, huyết áp. - Kiêng: Trẻ dưới 5 tuổi, đang sốt, chuẩn bị phẩu thuật, phụ nữ 3 tháng đầu. - Liều lượng: Sử dụng 4-6/tuần để có kết quả tốt nhất. - Dùng hết ngay sau khi mở nắp hộp, và bảo quản trong tủ mát không quá 24h giờ","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711422088119.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711422436877.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711422878952.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711431198850.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20240507/s3_1516_2024050711431678939.jpg']"
"OCOP Trà Vinh - Yến chưng táo đỏ, hạt chia Gia Lộc Hưng (Combo 4 hũ x 70ml/hũ)",3,Thực phẩm,160.000đ,Trà Vinh,ĐTN BƯU ĐIỆN TỈNH TRÀ VINH,"Yến chưng táo đỏ hạt chia không chỉ hấp dẫn bởi hương vị thơm ngon mà còn chứa đựng một nguồn dinh dưỡng dồi dào giúp bồi bổ sức khỏe, giữ gìn nét thanh xuân cho mọi người, đặc biệt là chị em phụ nữ. Yến chưng táo đỏ hạt chia là món ngon được kết hợp từ 3 nguyên liệu nổi tiếng gồm yến sào, táo đỏ và hạt chia. Cả 3 đều được biết đến với thành phần chứa nhiều chất dinh dưỡng và cực kỳ tốt cho sức khỏe. Theo các nghiên cứu khoa học, yến sào ngoài thành phần chính là protein (45-55%), còn chứa đến 18 loại axit amin và 31 nguyên tố vi lượng cần thiết cho cơ thể. Dùng yến sào thường xuyên sẽ mang đến cực nhiều lợi ích cho sức khỏe như: Cải thiện sức đề kháng, làm giảm căng thẳng mệt mỏi; Ngăn ngừa lão hóa da, giúp da ẩm mịn, săn chắc; Hỗ trợ cải thiện hệ hô hấp; Làm giảm huyết áp, cải thiện chức năng tim; Hỗ trợ điều hòa lưu thông máu trong cơ thể; Detox – Thải độc tố cho cơ thể; Cải thiện trí nhớ; Hỗ trợ giảm cân; Bồi bổ hoàn hảo cho người bệnh, người ăn kiêng, người cao tuổi và trẻ nhỏ.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/508/20230708/alioss_508_2023070819561794084.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/508/20230708/alioss_508_2023070819562577966.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/508/20231213/alioss_508_2023121314262660301.jpg']"
"OCOP Bình Định  - Yến chưng mật ong, đường phèn Tôn Thủy - Hộp 10 hũ (hũ/ 70ml)",4,Thực phẩm,750.000đ,Bình Định,BĐT Bình Định,"Yến chưng sâm mật ong Tôn Thủy là một sản phẩm dinh dưỡng kết hợp giữa tổ yến, sâm và mật ong. Sản phẩm này được tạo ra nhằm mang lại lợi ích cho sức khỏe và tăng cường hệ miễn dịch. Tổ yến là nguyên liệu quý hiếm được thu thập từ tổ chim yến, giàu protein, collagen và các dưỡng chất thiết yếu khác. Sâm là một loại thảo dược có công dụng bồi bổ cơ thể, tăng cường năng lượng và giảm căng thẳng. Mật ong có tính chất chống vi khuẩn và giàu vitamin, khoáng chất. Khi kết hợp với nhau, yến chưng sâm mật ong Tôn Thủy mang lại nhiều lợi ích cho sức khỏe. Nó có thể giúp tăng cường hệ miễn dịch, bồi bổ cơ thể sau khi ốm đau hoặc phục hồi sau khi gặp căng thẳng. Ngoài ra, sản phẩm này cũng có khả năng tái tạo da, giúp da trở nên săn chắc và rạng rỡ. Tuy nhiên, trước khi sử dụng sản phẩm này hoặc bất kỳ loại sản phẩm nào khác, bạn nên tìm hiểu kỹ về thành phần và hạn chế sử dụng nếu bạn có bất kỳ vấn đề sức khỏe hay dị ứng nào. Ngoài ra, việc tham khảo ý kiến từ chuyên gia y tế hoặc dinh dưỡng cũng là điều quan trọng để đảm bảo an toàn và hiệu quả khi sử dụng sản phẩm này.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112407530548521.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112407530746556.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112407531092415.jpg']"
OCOP Bình Định  Yến chưng sâm mật ong Tôn Thủy hộp 10 Hũ  ( hũ /70ml),4,Thực phẩm,800.000đ,Bình Định,BĐT Bình Định,"Yến chưng sâm mật ong Tôn Thủy là một sản phẩm dinh dưỡng kết hợp giữa tổ yến, sâm và mật ong. Sản phẩm này được tạo ra nhằm mang lại lợi ích cho sức khỏe và tăng cường hệ miễn dịch.

Tổ yến là nguyên liệu quý hiếm được thu thập từ tổ chim yến, giàu protein, collagen và các dưỡng chất thiết yếu khác. Sâm là một loại thảo dược có công dụng bồi bổ cơ thể, tăng cường năng lượng và giảm căng thẳng. Mật ong có tính chất chống vi khuẩn và giàu vitamin, khoáng chất.

Khi kết hợp với nhau, yến chưng sâm mật ong Tôn Thủy mang lại nhiều lợi ích cho sức khỏe. Nó có thể giúp tăng cường hệ miễn dịch, bồi bổ cơ thể sau khi ốm đau hoặc phục hồi sau khi gặp căng thẳng. Ngoài ra, sản phẩm này cũng có khả năng tái tạo da, giúp da trở nên săn chắc và rạng rỡ.

Tuy nhiên, trước khi sử dụng sản phẩm này hoặc bất kỳ loại sản phẩm nào khác, bạn nên tìm hiểu kỹ về thành phần và hạn chế sử dụng nếu bạn có bất kỳ vấn đề sức khỏe hay dị ứng nào. Ngoài ra, việc tham khảo ý kiến từ chuyên gia y tế hoặc dinh dưỡng cũng là điều quan trọng để đảm bảo an toàn và hiệu quả khi sử dụng sản phẩm này.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112407573477879.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112407573640181.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112407573970928.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112407574173384.jpg']"
OCOP - Yến hũ chưng sẵn Anna - Yến chưng hạt sen xứ Huế 100G,4,Thực phẩm,45.000đ,Thừa Thiên Huế,Công ty TNHH Sản Xuất Yến Sào Xứ Huế Anna,"Yến chưng hạt sen xứ Huế Với quy trình chưng yến khép kín, từ khâu tiệt trùng hũ, nắp, nguyên liệu đến việc chưng cất đảm bảo vệ sinh an toàn, yến hũ chưng cách thủy của Anna không để nhiễm vi sinh trong quá trình chưng cất. Chính vì vậy, dù KHÔNG CHẤT BẢO QUẢN nhưng chất lượng sợi yến vẫn đảm bảo độ dai giòn, thơm ngon. Sản phẩm có thể bảo quản ở nhiệt độ thường từ 30 – 40 ngày tránh ánh sáng trực tiếp, và có thể dung lạnh tùy theo ý thích của mỗi người. Thành phần: Nước tinh khiết, hạt sen, đường phèn, yến nguyên chất 25% - Công dụng: Hạt sen và yến sào là hai nguyên liệu khác nhau. Mỗi loại mang những giá trị dinh dưỡng riêng. Tuy vậy, khi được kết hợp cùng nhau, lại tạo nên một sản phẩm vô cùng ngon, lạ, bổ dưỡng. + Hạt sen điều trị chứng đau đầu, chứng mất ngủ. + Yến chứa Threoine, hạt sen chứa L-isoaspartyl, Methyltransferase giúp làm đẹp da, chống lão hóa, chóng lành các tổn thương dưới da. Cạnh đó, còn dành cho người đang mang thai để có thai kỳ khỏe mạnh. - Phù hợp cho trẻ từ 1 tuổi đến người già. - Không nên dùng cho phụ nữ mang thai 3 tháng đầu và sau sinh 1 tháng. Cách sử dụng – Uống trực tiếp từ lọ – Uống từ 1-2 lọ/ ngày. – Thích hợp cho mọi độ tuổi. – Phải sử dụng hết khi mởi nắp. – Lắc nhẹ trước khi uống, ngon hơn khi uống lạnh, tốt hơn khi dùng vào buổi sáng sớm hoặc trước lúc đi ngủ.",['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1516/20231122/alioss_1516_2023112216384783399.jpg']
"OCOP Trà Vinh - Yến Chưng Táo Đỏ, Hạt Chia Gia Lộc Hưng Combo 4 hũ x 70ml",3,Thực phẩm,136.000đ,Trà Vinh,Gia Lộc Hưng,"Yến chưng hạt chia Tổ yến chưng hạt chia đều là những thực phẩm không chỉ có giá trị dinh dưỡng cao, tốt cho sức khỏe, mà còn có hương vị thơm ngon, mát lành. Để hiểu rõ hơn về nguồn dưỡng chất dồi dào từ món yến chưng hạt chia, mời bạn tham khảo bài viết dưới đây của Yến Na nhé! Có nên dùng yến chưng hạt chia? Để cần nhắc có nên uống yến chưng hạt chia mỗi ngày hay không Giá trị dinh dưỡng của Tổ yến Tổ yến được thu nhặt 100% từ thiên nhiên. Theo nghiên cứu, trong tổ yến có chứa hơn 31 nguyên tố thực sự quan trọng đối với sức khỏe con người và sự trẻ trung của làn da. Cụ thể, nếu bạn tiêu thụ yến sào thường xuyên sẽ nhận được vô vàn các lợi ích tuyệt vời như: Tốt cho hệ hô hấp, tiêu đàm, trừ ho và giảm đáng kể cơn hen suyễn. Đặc biệt để ngăn chặn các triệu chứng dị ứng, cảm cúm, làm sạch phổi, người ta còn chưng yến sào với gừng thái lát. Tăng cường sự trao đổi chất trong hệ tiêu hóa, nhờ đó đem đến cảm giác ăn ngon miệng cũng như giúp cơ thể hấp thu dinh dưỡng tốt hơn. Nâng cao sức đề kháng, giúp đẩy lùi các loại bệnh tật nhờ yến sào chứa 18 loại acid amin cần thiết cho cơ thể. Tổ yến sở hữu một lượng lớn Protein và Fe, do đó tốt cho việc tái tạo máu trong cơ thể. Kích thích trí nhớ phát triển, hỗ trợ cơ thể ngủ ngon cùng thần kinh ổn định. Với hoạt chất Threonine trong yến sào, các tế bào da của bạn sẽ được thúc đẩy sản sinh collagen và elastin, từ đó tái tạo cấu trúc da, ngừa tàn nhang, thâm nám, chống lão hóa cho da. Phục hồi sức khỏe nhanh chóng trong trường hợp bạn mới ốm dậy, bị suy nhược,… Cải thiện hệ xương khớp, giúp hấp thụ tối đa lượng Canxi trong cơ thể nhờ đó xương trở nên chắc khỏe hơn. Giá trị dinh dưỡng của hạt chia Hạt chia được xếp vào một trong những loại hạt siêu dinh dưỡng, nhờ chứa hàm lượng lớn các chất Omega-3-6-9 cao gấp 8 lần so với Omega trong cá, chất xơ nhiều gấp 4 lần yến mạch, cùng một số khoáng chất có lợi cho cơ thể như photpho, sắt, canxi…. Nhìn chung, việc bổ sung hạt chia trong chế độ ăn uống mỗi ngày sẽ đem đến cho bạn các tác dụng tốt cho sức khỏe như: Bảo vệ hệ tim mạch, giúp giảm đáng kể lượng cholesterol, từ đó phòng chống được các bệnh nguy hiểm phổ biến như đột quỵ, xơ vữa động mạch… Giúp giảm cân hiệu quả, tăng cường sự trao đổi chất của hệ tiêu hóa Tích trữ năng lượng, giúp cơ thể hoạt động khỏe khoắn hàng ngày. Ngăn chặn sự sự phát triển của các gốc tự do, giúp đẹp da, tóc chắc khỏe. Điều trị tốt bệnh tiểu đường loại 2.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/513/20230908/alioss_513_2023090809331549549.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/513/20230908/alioss_513_2023090809334133869.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/513/20230908/alioss_513_2023090809334497975.jpg']"
OCOP Bình Định  - Yến chưng đường ăn kiêng Tôn Thủy hộp 10 hũ (Hũ/70ml),4,Thực phẩm,700.000đ,Bình Định,BĐT Bình Định,"Yến chưng đường ăn kiêng Tôn Thủy là một loại sản phẩm dinh dưỡng được làm từ tổ yến và các thành phần khác, nhằm phục vụ cho người ăn kiêng hoặc có nhu cầu giảm cân. Yến chưng đường ăn kiêng Tôn Thủy không chứa đường, ít calo và giàu protein, giúp duy trì sức khỏe và hỗ trợ quá trình giảm cân. Tổ yến là một nguyên liệu quý hiếm được thu thập từ tổ chim yến. Nó chứa nhiều protein, collagen và các dưỡng chất thiết yếu khác như amino axit, khoáng chất và vitamin. Tổ yến có tác dụng tăng cường sức khỏe da, tăng cường hệ miễn dịch và bồi bổ sức khỏe tổng thể. Yến chưng đường ăn kiêng Tôn Thủy thường được sản xuất theo quy trình nghiêm ngặt để đảm bảo tính an toàn vệ sinh thực phẩm. Bạn có thể tìm mua sản phẩm này trong các cửa hàng dinh dưỡng hoặc trực tuyến.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112408010058252.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112408010535879.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20231124/alioss_11_2023112408010847966.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20230725/alioss_11_2023072509054783967.png']"
OCOP_Yến chưng cao cấp Thành Tài - YẾN BABY_6 HŨ,3,Thực phẩm,180.000đ,Long An,Yến sào Thành Tài,"YẾN CHƯNG BABY NGON DÀNH CHO TRẺ EM HỖ TRỢ Bổ sung Vitamin D3, Canxi, Taurin và DHA tốt cho sự phát triển của trẻ nhỏ. Kích thích trẻ ăn ngon Tăng cường trao đổi chất và hỗ trợ tiêu hóa hiệu quả Tăng cường hệ miễn dịch THÀNH PHẦN: Tổ yến 30%, đường phèn, nước, hương vani, canxi lactate (E327), vitamin D3, taurin, DHA, sodium alginate (E401). HƯỚNG DẪN SỬ DỤNG: Lắc nhẹ trước khi uống, ngon hơn khi uống lạnh. Dùng cho trẻ từ 1 tuổi trở lên. Thời điểm uống tốt nhất là vào sáng sớm khi bụng còn đói và trước khi đi ngủ. Đây là thời điểm cơ thể dễ hấp thu tối đa chất dinh dưỡng từ yến. Không nên uống khi bụng còn no khiến cơ thể khó hấp thụ toàn bộ dưỡng chất từ yến. BẢO QUẢN: Bảo quản nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230825/alioss_866_2023082516165666698.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230905/alioss_866_2023090511093581763.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230905/alioss_866_2023090511053179567.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230905/alioss_866_2023090511094323040.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230825/alioss_866_2023082516332841470.jpg']"
OCOP_Yến Chưng Cao Cấp Thành Tài - YẾN ĂN KIÊNG_6 HŨ,3,Thực phẩm,180.000đ,Long An,Yến sào Thành Tài,"Yến ăn kiêng là gì? Yến ăn kiêng là loại nước yến chưng sẵn sử dụng đường ăn kiêng thay vì dùng đường phèn như thông thường. Nước yến đường ăn kiêng sử dụng đường Isomalt trong công thức giúp mang đến vị ngọt cần thiết nhưng không ảnh hưởng đến lượng đường trong máu và không kích thích giải phóng insulin. Ai nên sử dụng yến chưng sẵn đường ăn kiêng? Các đối tượng người có bệnh đường huyết như bị tiểu đường, người đang trong chế độ giảm cân, người bị thừa cân cần cắt giảm lượng calories nạp vào cơ thể muốn sử dụng yến chưng sẵn thì nên dùng yến chưng đường ăn kiêng thay vì yến đường phèn như thông thường. Đặc tính sản phẩm Yến Chưng Cao Cấp Thành Tài - YẾN ĂN KIÊNG Thương hiệu No Brand SKU 2403121306_VNAMZ-11736904870 Thông tin cảnh báo Không dùng sản phẩm hết hạn, đổi màu, có dấu hiệu đổi màu Thành phần Yến 25% Product License 50i8013168 Xuất xứ Việt Nam Dạng sản phẩm Chất lỏng Model Yến sào Tên tổ chức chịu trách nhiệm hàng hóa Nguyễn Văn Thành Địa chỉ tổ chức chịu trách nhiệm hàng hóa Ấp 5, xã Mỹ Yên, huyện Bến Lức, Long An Định lượng 25% Loại đóng gói Gói đơn Ngày sản xuất 06/06/2023 Hướng dẫn sử dụng Ngon hơn khi dùng lạnh Hạn sử dụng 2 năm Loại bảo hành Bảo hành bởi Nhà sản xuất trong nước Thời gian bảo hành 6 tháng","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230905/alioss_866_2023090511194163520.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230905/alioss_866_2023090511212170144.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230905/alioss_866_2023090511053179567.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230825/alioss_866_2023082516332841470.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/866/20230905/alioss_866_2023090511214138907.jpg']"
OCOP - Yaourt sữa dê Ngọc Đào,4,Thực phẩm,15.000đ,Hậu Giang,Sữa dê Ngọc Đào,"Yaourt sữa dê Ngọc Đào Sữa chua được tạo thành bởi các vi khuẩn lên men của sữa, vì thế sữa chua có nhiều chất dinh dưỡng, các vitamin, chất khoáng có lợi. Do đó, bạn nên ăn sữa chua thường xuyên để đem đến những tác dụng tuyệt vời nha. Trong sữa chua có chứa rất nhiều vi khuẩn có lợi cho đường ruột của bạn, giúp hệ tiêu hóa tốt hơn, chẳng hạn như men vi sinh bifidobacterium và lactobacillus đã được chứng minh là làm giảm các triệu chứng khó chịu của hội chứng ruột kích thích mọi rối loạn phổ biến ảnh hưởng đến đại tràng. Sữa chua rất giàu vitamin D và hàm lượng canxi. Không những thế sữa chua còn cung cấp một lượng protein dồi dào, khoảng 12g protein trong 200g sữa chua. Nghiên cứu cho thấy ăn sữa chua hàng ngày giúp duy trì xương chắc khỏe đấy.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/852/20230822/alioss_852_2023082209552392730.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/852/20231030/alioss_852_2023103011063487972.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/852/20231030/alioss_852_2023103011065497028.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/852/20231030/alioss_852_2023103011071082791.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/852/20231030/alioss_852_2023103011070180539.png']"
OCOP Xúc xích heo gà Bình Minh - 1kg,3,Thực phẩm,250.000đ,Vĩnh Phúc,HTX Chăn nuôi Bình Minh,"Xúc xích heo gà Bình Minh được làm từ thịt gà và thịt heo được tuyển chọn kĩ càng từ các trang trại của HTX Bình Minh. Mùi vị và hương thơm đặc trưng của xúc xích và độ ngọt béo vừa phải của phô mai giúp kích thích vị giác cho bạn thêm phần ngon miệng khi thưởng thức. Với Xúc xích heo gà Bình Minh, bạn có thể chế biến nhiều món ăn như xúc xích bách hoa, cơm rang xúc xích, xúc xích xào khoai tây hoặc ăn kẹp với bánh mì...Sản phẩm giúp bạn tiết kiệm tối đa thời gian nấu nướng mà vẫn có món ăn nhanh thơm ngon, bổ dưỡng. Xúc xích thuộc thương hiệu Bình Minh là thương hiệu ""Hàng Việt Nam chất lượng cao"" nhiều năm liền đạt OCOP 3 sao, luôn mang đến cho người dùng những món ăn ngon miệng, sạch sẽ và tươi ngon nhất. Thành phần Thành phần: thịt gà, thịt heo, mỡ, tinh bột, muối, đường; chất bảo quản: Sodium Acetate (E262i), Sodium  Lactate (E325); chất điều vị: Monsodium Glutamate (E621); chất nhũ hóa: Pentansodium Triphosphate (E451i), Sodium Polyphosphate (E452i)","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201K19Wq3uQuHsFgdDnLkGuVUDOESIPuXir1d3s2EJs.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201AjcQrJzALanwU20DLPtTksqDIgDg588BcCTyodkr.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201aKVfvyQ7IW8dKZzW7oE7rb3Gkds7igAtjePUcyjc.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201k5mwSW3gbrzHzF5bBZsAM3tYCKe0HQtNRjQlDCQ4.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201REICyhjWnOcfg6DD7o0OcaAQm7FZbsLQSGLx8xAl.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201zLE7dZ6OxADt4vO8U0HlIWldvOlL40YpdBeMsWLf.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201aT7ENfaE079IBg05zBIbodSCxOiuzNSaJzlDQjEb.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1727/20231201/alioss_1727_20231201B7i7IIw9Mx9mc6vT1xYWp8fbdxjuJ0gyvp038JnX.jpg']"
